model,score_test,score_val,pred_time_test,pred_time_val,fit_time,pred_time_test_marginal,pred_time_val_marginal,fit_time_marginal,stack_level,can_infer,fit_order
LightGBM,0.9492707672796449,0.9578804347826086,0.10857439041137695,0.028820276260375977,39.37127447128296,0.10857439041137695,0.028820276260375977,39.37127447128296,1,True,1
WeightedEnsemble_L2,0.9492707672796449,0.9578804347826086,0.1217048168182373,0.02947402000427246,39.37276601791382,0.013130426406860352,0.0006537437438964844,0.001491546630859375,2,True,2
