,importance,stddev,p_value,n,p99_high,p99_low
pkt_0_tcp_opt_59,0.00033333333333333365,0.0005773502691896262,0.21132486540518713,3,0.0036416144003060267,-0.0029749477336393597
pkt_0_tcp_opt_61,0.00033333333333333365,0.0005773502691896262,0.21132486540518713,3,0.0036416144003060267,-0.0029749477336393597
pkt_1_tcp_opt_78,0.00033333333333333365,0.0005773502691896262,0.21132486540518713,3,0.0036416144003060267,-0.0029749477336393597
pkt_0_tcp_opt_65,0.00033333333333333365,0.0005773502691896262,0.21132486540518713,3,0.0036416144003060267,-0.0029749477336393597
pkt_1_tcp_opt_92,0.00033333333333333365,0.0005773502691896262,0.21132486540518713,3,0.0036416144003060267,-0.0029749477336393597
pkt_0_tcp_opt_79,0.00033333333333333365,0.0011547005383792527,0.33333333333333337,3,0.006949895467278721,-0.006283228800612053
pkt_0_udp_len_0,0.00033333333333333365,0.0005773502691896262,0.21132486540518713,3,0.0036416144003060267,-0.0029749477336393597
pkt_0_tcp_opt_81,0.00033333333333333365,0.0005773502691896262,0.21132486540518713,3,0.0036416144003060267,-0.0029749477336393597
pkt_0_tcp_opt_83,0.00033333333333333365,0.0005773502691896262,0.21132486540518713,3,0.0036416144003060267,-0.0029749477336393597
pkt_0_tcp_opt_88,0.00033333333333333365,0.0005773502691896262,0.21132486540518713,3,0.0036416144003060267,-0.0029749477336393597
pkt_0_tcp_opt_92,0.00033333333333333365,0.0045092497528228985,0.4549165182666284,3,0.026171834464464933,-0.025505167797798264
pkt_1_tcp_opt_95,0.00033333333333333365,0.0005773502691896262,0.21132486540518713,3,0.0036416144003060267,-0.0029749477336393597
pkt_1_tcp_opt_102,0.00033333333333333365,0.0020816659994661343,0.40377495513506234,3,0.012261510353950093,-0.011594843687283427
pkt_1_tcp_opt_106,0.00033333333333333365,0.0005773502691896262,0.21132486540518713,3,0.0036416144003060267,-0.0029749477336393597
pkt_0_tcp_opt_103,0.00033333333333333365,0.0005773502691896262,0.21132486540518713,3,0.0036416144003060267,-0.0029749477336393597
pkt_1_tcp_opt_111,0.00033333333333333365,0.0005773502691896262,0.21132486540518713,3,0.0036416144003060267,-0.0029749477336393597
pkt_1_tcp_opt_117,0.00033333333333333365,0.0005773502691896262,0.21132486540518713,3,0.0036416144003060267,-0.0029749477336393597
pkt_0_tcp_opt_116,0.00033333333333333365,0.0005773502691896262,0.21132486540518713,3,0.0036416144003060267,-0.0029749477336393597
pkt_1_tcp_opt_127,0.00033333333333333365,0.0005773502691896262,0.21132486540518713,3,0.0036416144003060267,-0.0029749477336393597
pkt_0_ipv4_ttl_7,0.00033333333333333365,0.0011547005383792527,0.33333333333333337,3,0.006949895467278721,-0.006283228800612053
pkt_2_tcp_opt_105,0.00033333333333333365,0.0005773502691896262,0.21132486540518713,3,0.0036416144003060267,-0.0029749477336393597
pkt_1_tcp_ackn_6,0.00033333333333333365,0.0005773502691896262,0.21132486540518713,3,0.0036416144003060267,-0.0029749477336393597
pkt_2_udp_len_6,0.00033333333333333365,0.0005773502691896262,0.21132486540518713,3,0.0036416144003060267,-0.0029749477336393597
pkt_2_tcp_opt_159,0.00033333333333333365,0.0005773502691896262,0.21132486540518713,3,0.0036416144003060267,-0.0029749477336393597
pkt_2_udp_cksum_5,0.00033333333333333365,0.0005773502691896262,0.21132486540518713,3,0.0036416144003060267,-0.0029749477336393597
pkt_2_udp_cksum_4,0.00033333333333333365,0.0005773502691896262,0.21132486540518713,3,0.0036416144003060267,-0.0029749477336393597
pkt_2_udp_len_13,0.00033333333333333365,0.0032145502536643214,0.4370059211651288,3,0.018753062760249177,-0.018086396093582507
pkt_2_tcp_opt_127,0.00033333333333333365,0.0005773502691896262,0.21132486540518713,3,0.0036416144003060267,-0.0029749477336393597
pkt_2_udp_cksum_2,0.00033333333333333365,0.0005773502691896262,0.21132486540518713,3,0.0036416144003060267,-0.0029749477336393597
pkt_0_udp_len_13,0.0003333333333332966,0.005131601439446827,0.46034742071409673,3,0.0297379786437105,-0.029071311977043907
pkt_1_ipv4_opt_29,0.0,0.0,0.5,3,0.0,0.0
pkt_1_ipv4_opt_30,0.0,0.0,0.5,3,0.0,0.0
pkt_1_ipv4_opt_28,0.0,0.0,0.5,3,0.0,0.0
pkt_1_ipv4_opt_38,0.0,0.0,0.5,3,0.0,0.0
pkt_1_ipv4_opt_31,0.0,0.0,0.5,3,0.0,0.0
pkt_1_ipv4_opt_27,0.0,0.0,0.5,3,0.0,0.0
pkt_1_ipv4_opt_32,0.0,0.0,0.5,3,0.0,0.0
pkt_1_ipv4_opt_26,0.0,0.0,0.5,3,0.0,0.0
pkt_1_ipv4_opt_33,0.0,0.0,0.5,3,0.0,0.0
pkt_1_ipv4_opt_34,0.0,0.0,0.5,3,0.0,0.0
pkt_1_ipv4_opt_35,0.0,0.0,0.5,3,0.0,0.0
pkt_1_ipv4_opt_36,0.0,0.0,0.5,3,0.0,0.0
pkt_1_ipv4_opt_37,0.0,0.0,0.5,3,0.0,0.0
pkt_0_ipv4_opt_280,0.0,0.0,0.5,3,0.0,0.0
pkt_1_ipv4_opt_24,0.0,0.0,0.5,3,0.0,0.0
pkt_1_ipv4_opt_39,0.0,0.0,0.5,3,0.0,0.0
pkt_1_ipv4_opt_54,0.0,0.0,0.5,3,0.0,0.0
pkt_1_ipv4_opt_53,0.0,0.0,0.5,3,0.0,0.0
pkt_1_ipv4_opt_52,0.0,0.0,0.5,3,0.0,0.0
pkt_1_ipv4_opt_51,0.0,0.0,0.5,3,0.0,0.0
pkt_1_ipv4_opt_50,0.0,0.0,0.5,3,0.0,0.0
pkt_1_ipv4_opt_49,0.0,0.0,0.5,3,0.0,0.0
pkt_1_ipv4_opt_48,0.0,0.0,0.5,3,0.0,0.0
pkt_1_ipv4_opt_47,0.0,0.0,0.5,3,0.0,0.0
pkt_1_ipv4_opt_46,0.0,0.0,0.5,3,0.0,0.0
pkt_1_ipv4_opt_45,0.0,0.0,0.5,3,0.0,0.0
pkt_1_ipv4_opt_44,0.0,0.0,0.5,3,0.0,0.0
pkt_1_ipv4_opt_43,0.0,0.0,0.5,3,0.0,0.0
pkt_1_ipv4_opt_42,0.0,0.0,0.5,3,0.0,0.0
pkt_1_ipv4_opt_41,0.0,0.0,0.5,3,0.0,0.0
pkt_1_ipv4_opt_40,0.0,0.0,0.5,3,0.0,0.0
pkt_1_ipv4_opt_25,0.0,0.0,0.5,3,0.0,0.0
pkt_1_ipv4_opt_20,0.0,0.0,0.5,3,0.0,0.0
pkt_1_ipv4_opt_23,0.0,0.0,0.5,3,0.0,0.0
pkt_0_ipv4_opt_10,0.0,0.0,0.5,3,0.0,0.0
pkt_1_ipv4_opt_4,0.0,0.0,0.5,3,0.0,0.0
pkt_1_ipv4_opt_3,0.0,0.0,0.5,3,0.0,0.0
pkt_1_ipv4_opt_2,0.0,0.0,0.5,3,0.0,0.0
pkt_1_ipv4_opt_1,0.0,0.0,0.5,3,0.0,0.0
pkt_1_ipv4_opt_0,0.0,0.0,0.5,3,0.0,0.0
pkt_0_ipv4_opt_9,0.0,0.0,0.5,3,0.0,0.0
pkt_0_ipv4_opt_106,0.0,0.0,0.5,3,0.0,0.0
pkt_1_ipv4_opt_22,0.0,0.0,0.5,3,0.0,0.0
pkt_0_ipv4_opt_11,0.0,0.0,0.5,3,0.0,0.0
pkt_0_ipv4_opt_107,0.0,0.0,0.5,3,0.0,0.0
pkt_0_ipv4_opt_108,0.0,0.0,0.5,3,0.0,0.0
pkt_0_ipv4_opt_12,0.0,0.0,0.5,3,0.0,0.0
pkt_0_ipv4_opt_13,0.0,0.0,0.5,3,0.0,0.0
pkt_0_ipv4_opt_14,0.0,0.0,0.5,3,0.0,0.0
pkt_1_ipv4_opt_5,0.0,0.0,0.5,3,0.0,0.0
pkt_1_ipv4_opt_6,0.0,0.0,0.5,3,0.0,0.0
pkt_1_ipv4_opt_7,0.0,0.0,0.5,3,0.0,0.0
pkt_1_ipv4_opt_8,0.0,0.0,0.5,3,0.0,0.0
pkt_1_ipv4_opt_9,0.0,0.0,0.5,3,0.0,0.0
pkt_1_ipv4_opt_10,0.0,0.0,0.5,3,0.0,0.0
pkt_1_ipv4_opt_11,0.0,0.0,0.5,3,0.0,0.0
pkt_1_ipv4_opt_12,0.0,0.0,0.5,3,0.0,0.0
pkt_1_ipv4_opt_13,0.0,0.0,0.5,3,0.0,0.0
pkt_1_ipv4_opt_14,0.0,0.0,0.5,3,0.0,0.0
pkt_1_ipv4_opt_15,0.0,0.0,0.5,3,0.0,0.0
pkt_1_ipv4_opt_16,0.0,0.0,0.5,3,0.0,0.0
pkt_1_ipv4_opt_17,0.0,0.0,0.5,3,0.0,0.0
pkt_1_ipv4_opt_18,0.0,0.0,0.5,3,0.0,0.0
pkt_1_ipv4_opt_19,0.0,0.0,0.5,3,0.0,0.0
pkt_1_ipv4_opt_56,0.0,0.0,0.5,3,0.0,0.0
pkt_1_ipv4_opt_21,0.0,0.0,0.5,3,0.0,0.0
pkt_1_ipv4_opt_55,0.0,0.0,0.5,3,0.0,0.0
pkt_1_ipv4_opt_60,0.0,0.0,0.5,3,0.0,0.0
pkt_1_ipv4_opt_57,0.0,0.0,0.5,3,0.0,0.0
pkt_1_ipv4_opt_107,0.0,0.0,0.5,3,0.0,0.0
pkt_1_ipv4_opt_93,0.0,0.0,0.5,3,0.0,0.0
pkt_1_ipv4_opt_94,0.0,0.0,0.5,3,0.0,0.0
pkt_1_ipv4_opt_95,0.0,0.0,0.5,3,0.0,0.0
pkt_1_ipv4_opt_96,0.0,0.0,0.5,3,0.0,0.0
pkt_1_ipv4_opt_97,0.0,0.0,0.5,3,0.0,0.0
pkt_1_ipv4_opt_98,0.0,0.0,0.5,3,0.0,0.0
pkt_1_ipv4_opt_99,0.0,0.0,0.5,3,0.0,0.0
pkt_1_ipv4_opt_100,0.0,0.0,0.5,3,0.0,0.0
pkt_1_ipv4_opt_101,0.0,0.0,0.5,3,0.0,0.0
pkt_1_ipv4_opt_102,0.0,0.0,0.5,3,0.0,0.0
pkt_1_ipv4_opt_103,0.0,0.0,0.5,3,0.0,0.0
pkt_1_ipv4_opt_104,0.0,0.0,0.5,3,0.0,0.0
pkt_1_ipv4_opt_105,0.0,0.0,0.5,3,0.0,0.0
pkt_1_ipv4_opt_106,0.0,0.0,0.5,3,0.0,0.0
pkt_1_ipv4_opt_108,0.0,0.0,0.5,3,0.0,0.0
pkt_1_ipv4_opt_91,0.0,0.0,0.5,3,0.0,0.0
pkt_1_ipv4_opt_109,0.0,0.0,0.5,3,0.0,0.0
pkt_1_ipv4_opt_110,0.0,0.0,0.5,3,0.0,0.0
pkt_1_ipv4_opt_111,0.0,0.0,0.5,3,0.0,0.0
pkt_1_ipv4_opt_112,0.0,0.0,0.5,3,0.0,0.0
pkt_1_ipv4_opt_113,0.0,0.0,0.5,3,0.0,0.0
pkt_1_ipv4_opt_114,0.0,0.0,0.5,3,0.0,0.0
pkt_1_ipv4_opt_115,0.0,0.0,0.5,3,0.0,0.0
pkt_1_ipv4_opt_116,0.0,0.0,0.5,3,0.0,0.0
pkt_1_ipv4_opt_117,0.0,0.0,0.5,3,0.0,0.0
pkt_1_ipv4_opt_118,0.0,0.0,0.5,3,0.0,0.0
pkt_1_ipv4_opt_119,0.0,0.0,0.5,3,0.0,0.0
pkt_1_ipv4_opt_120,0.0,0.0,0.5,3,0.0,0.0
pkt_1_ipv4_opt_121,0.0,0.0,0.5,3,0.0,0.0
pkt_1_ipv4_opt_122,0.0,0.0,0.5,3,0.0,0.0
pkt_1_ipv4_opt_92,0.0,0.0,0.5,3,0.0,0.0
pkt_1_ipv4_opt_90,0.0,0.0,0.5,3,0.0,0.0
pkt_1_ipv4_opt_58,0.0,0.0,0.5,3,0.0,0.0
pkt_1_ipv4_opt_73,0.0,0.0,0.5,3,0.0,0.0
pkt_1_ipv4_opt_59,0.0,0.0,0.5,3,0.0,0.0
pkt_0_ipv4_opt_110,0.0,0.0,0.5,3,0.0,0.0
pkt_1_ipv4_opt_61,0.0,0.0,0.5,3,0.0,0.0
pkt_1_ipv4_opt_62,0.0,0.0,0.5,3,0.0,0.0
pkt_1_ipv4_opt_63,0.0,0.0,0.5,3,0.0,0.0
pkt_1_ipv4_opt_64,0.0,0.0,0.5,3,0.0,0.0
pkt_1_ipv4_opt_65,0.0,0.0,0.5,3,0.0,0.0
pkt_1_ipv4_opt_66,0.0,0.0,0.5,3,0.0,0.0
pkt_1_ipv4_opt_67,0.0,0.0,0.5,3,0.0,0.0
pkt_1_ipv4_opt_68,0.0,0.0,0.5,3,0.0,0.0
pkt_1_ipv4_opt_69,0.0,0.0,0.5,3,0.0,0.0
pkt_1_ipv4_opt_70,0.0,0.0,0.5,3,0.0,0.0
pkt_1_ipv4_opt_71,0.0,0.0,0.5,3,0.0,0.0
pkt_1_ipv4_opt_72,0.0,0.0,0.5,3,0.0,0.0
pkt_1_ipv4_opt_74,0.0,0.0,0.5,3,0.0,0.0
pkt_1_ipv4_opt_89,0.0,0.0,0.5,3,0.0,0.0
pkt_1_ipv4_opt_75,0.0,0.0,0.5,3,0.0,0.0
pkt_1_ipv4_opt_76,0.0,0.0,0.5,3,0.0,0.0
pkt_1_ipv4_opt_77,0.0,0.0,0.5,3,0.0,0.0
pkt_1_ipv4_opt_78,0.0,0.0,0.5,3,0.0,0.0
pkt_1_ipv4_opt_79,0.0,0.0,0.5,3,0.0,0.0
pkt_1_ipv4_opt_80,0.0,0.0,0.5,3,0.0,0.0
pkt_1_ipv4_opt_81,0.0,0.0,0.5,3,0.0,0.0
pkt_1_ipv4_opt_82,0.0,0.0,0.5,3,0.0,0.0
pkt_1_ipv4_opt_83,0.0,0.0,0.5,3,0.0,0.0
pkt_1_ipv4_opt_84,0.0,0.0,0.5,3,0.0,0.0
pkt_1_ipv4_opt_85,0.0,0.0,0.5,3,0.0,0.0
pkt_1_ipv4_opt_86,0.0,0.0,0.5,3,0.0,0.0
pkt_1_ipv4_opt_87,0.0,0.0,0.5,3,0.0,0.0
pkt_1_ipv4_opt_88,0.0,0.0,0.5,3,0.0,0.0
pkt_0_ipv4_opt_109,0.0,0.0,0.5,3,0.0,0.0
pkt_0_ipv4_opt_112,0.0,0.0,0.5,3,0.0,0.0
pkt_0_ipv4_opt_15,0.0,0.0,0.5,3,0.0,0.0
pkt_0_ipv4_opt_153,0.0,0.0,0.5,3,0.0,0.0
pkt_1_ipv4_tl_6,0.0,0.0,0.5,3,0.0,0.0
pkt_0_ipv4_opt_26,0.0,0.0,0.5,3,0.0,0.0
pkt_1_ipv4_tl_4,0.0,0.0,0.5,3,0.0,0.0
pkt_1_ipv4_tl_3,0.0,0.0,0.5,3,0.0,0.0
pkt_1_ipv4_tl_2,0.0,0.0,0.5,3,0.0,0.0
pkt_0_ipv4_opt_152,0.0,0.0,0.5,3,0.0,0.0
pkt_1_ipv4_tl_1,0.0,0.0,0.5,3,0.0,0.0
pkt_0_ipv4_opt_111,0.0,0.0,0.5,3,0.0,0.0
pkt_0_ipv4_opt_154,0.0,0.0,0.5,3,0.0,0.0
pkt_0_ipv4_opt_155,0.0,0.0,0.5,3,0.0,0.0
pkt_0_ipv4_opt_156,0.0,0.0,0.5,3,0.0,0.0
pkt_0_ipv4_opt_157,0.0,0.0,0.5,3,0.0,0.0
pkt_1_ipv4_tl_0,0.0,0.0,0.5,3,0.0,0.0
pkt_1_ipv4_tos_7,0.0,0.0,0.5,3,0.0,0.0
pkt_1_ipv4_tl_7,0.0,0.0,0.5,3,0.0,0.0
pkt_1_ipv4_tl_8,0.0,0.0,0.5,3,0.0,0.0
pkt_0_ipv4_opt_151,0.0,0.0,0.5,3,0.0,0.0
pkt_0_ipv4_opt_25,0.0,0.0,0.5,3,0.0,0.0
pkt_0_ipv4_opt_24,0.0,0.0,0.5,3,0.0,0.0
pkt_1_ipv4_tl_12,0.0,0.0,0.5,3,0.0,0.0
pkt_0_ipv4_opt_23,0.0,0.0,0.5,3,0.0,0.0
pkt_0_ipv4_opt_150,0.0,0.0,0.5,3,0.0,0.0
pkt_0_ipv4_opt_149,0.0,0.0,0.5,3,0.0,0.0
pkt_0_ipv4_opt_148,0.0,0.0,0.5,3,0.0,0.0
pkt_0_ipv4_opt_22,0.0,0.0,0.5,3,0.0,0.0
pkt_1_ipv4_id_1,0.0,0.0010000000000000009,0.5,3,0.005730110893714881,-0.005730110893714881
pkt_1_ipv4_id_2,0.0,0.0017320508075688791,0.5,3,0.009924843200918082,-0.009924843200918082
pkt_0_ipv4_opt_147,0.0,0.0,0.5,3,0.0,0.0
pkt_0_ipv4_opt_146,0.0,0.0,0.5,3,0.0,0.0
pkt_0_ipv4_opt_21,0.0,0.0,0.5,3,0.0,0.0
pkt_0_ipv4_opt_145,0.0,0.0,0.5,3,0.0,0.0
pkt_1_ipv4_tos_6,0.0,0.0,0.5,3,0.0,0.0
pkt_1_ipv4_tos_5,0.0,0.0,0.5,3,0.0,0.0
pkt_1_ipv4_tos_4,0.0,0.0,0.5,3,0.0,0.0
pkt_0_ipv4_opt_163,0.0,0.0,0.5,3,0.0,0.0
pkt_0_ipv4_opt_32,0.0,0.0,0.5,3,0.0,0.0
pkt_0_ipv4_opt_31,0.0,0.0,0.5,3,0.0,0.0
pkt_0_ipv4_opt_169,0.0,0.0,0.5,3,0.0,0.0
pkt_0_ipv4_opt_168,0.0,0.0,0.5,3,0.0,0.0
pkt_0_ipv4_opt_30,0.0,0.0,0.5,3,0.0,0.0
pkt_0_udp_cksum_7,0.0,0.0,0.5,3,0.0,0.0
pkt_0_ipv4_opt_167,0.0,0.0,0.5,3,0.0,0.0
pkt_0_udp_cksum_9,0.0,0.002645751311064593,0.5,3,0.015160448409591638,-0.015160448409591638
pkt_0_ipv4_opt_29,0.0,0.0,0.5,3,0.0,0.0
pkt_0_ipv4_opt_28,0.0,0.0,0.5,3,0.0,0.0
pkt_0_udp_cksum_12,0.0,0.0010000000000000009,0.5,3,0.005730110893714881,-0.005730110893714881
pkt_0_ipv4_opt_166,0.0,0.0,0.5,3,0.0,0.0
pkt_0_ipv4_opt_165,0.0,0.0,0.5,3,0.0,0.0
pkt_0_ipv4_opt_164,0.0,0.0,0.5,3,0.0,0.0
pkt_0_ipv4_opt_27,0.0,0.0,0.5,3,0.0,0.0
pkt_1_ipv4_tos_3,0.0,0.0,0.5,3,0.0,0.0
pkt_0_ipv4_opt_162,0.0,0.0,0.5,3,0.0,0.0
pkt_1_ipv4_ver_0,0.0,0.0,0.5,3,0.0,0.0
pkt_1_ipv4_ver_1,0.0,0.0,0.5,3,0.0,0.0
pkt_1_ipv4_ver_2,0.0,0.0,0.5,3,0.0,0.0
pkt_0_ipv4_opt_161,0.0,0.0,0.5,3,0.0,0.0
pkt_1_ipv4_ver_3,0.0,0.0,0.5,3,0.0,0.0
pkt_1_ipv4_hl_0,0.0,0.0,0.5,3,0.0,0.0
pkt_1_ipv4_hl_1,0.0,0.0,0.5,3,0.0,0.0
pkt_0_ipv4_opt_160,0.0,0.0,0.5,3,0.0,0.0
pkt_1_ipv4_hl_2,0.0,0.0,0.5,3,0.0,0.0
pkt_1_ipv4_hl_3,0.0,0.0,0.5,3,0.0,0.0
pkt_0_ipv4_opt_159,0.0,0.0,0.5,3,0.0,0.0
pkt_1_ipv4_tos_1,0.0,0.0,0.5,3,0.0,0.0
pkt_0_ipv4_opt_158,0.0,0.0,0.5,3,0.0,0.0
pkt_1_ipv4_id_4,0.0,0.0,0.5,3,0.0,0.0
pkt_1_ipv4_id_5,0.0,0.0010000000000000009,0.5,3,0.005730110893714881,-0.005730110893714881
pkt_0_ipv4_opt_20,0.0,0.0,0.5,3,0.0,0.0
pkt_1_ipv4_proto_3,0.0,0.0,0.5,3,0.0,0.0
pkt_0_ipv4_opt_130,0.0,0.0,0.5,3,0.0,0.0
pkt_0_ipv4_opt_129,0.0,0.0,0.5,3,0.0,0.0
pkt_0_ipv4_opt_16,0.0,0.0,0.5,3,0.0,0.0
pkt_0_ipv4_opt_128,0.0,0.0,0.5,3,0.0,0.0
pkt_0_ipv4_opt_127,0.0,0.0,0.5,3,0.0,0.0
pkt_0_ipv4_opt_126,0.0,0.0,0.5,3,0.0,0.0
pkt_1_ipv4_proto_0,0.0,0.0,0.5,3,0.0,0.0
pkt_0_ipv4_opt_125,0.0,0.0,0.5,3,0.0,0.0
pkt_1_ipv4_proto_1,0.0,0.0,0.5,3,0.0,0.0
pkt_1_ipv4_proto_2,0.0,0.0,0.5,3,0.0,0.0
pkt_0_ipv4_opt_124,0.0,0.0,0.5,3,0.0,0.0
pkt_0_ipv4_opt_123,0.0,0.0,0.5,3,0.0,0.0
pkt_0_ipv4_opt_122,0.0,0.0,0.5,3,0.0,0.0
pkt_0_ipv4_opt_121,0.0,0.0,0.5,3,0.0,0.0
pkt_0_ipv4_opt_120,0.0,0.0,0.5,3,0.0,0.0
pkt_0_ipv4_opt_132,0.0,0.0,0.5,3,0.0,0.0
pkt_1_ipv4_proto_4,0.0,0.0,0.5,3,0.0,0.0
pkt_1_ipv4_proto_5,0.0,0.0,0.5,3,0.0,0.0
pkt_1_ipv4_proto_6,0.0,0.0,0.5,3,0.0,0.0
pkt_0_ipv4_opt_119,0.0,0.0,0.5,3,0.0,0.0
pkt_1_ipv4_proto_7,0.0,0.0,0.5,3,0.0,0.0
pkt_0_ipv4_opt_118,0.0,0.0,0.5,3,0.0,0.0
pkt_0_ipv4_opt_117,0.0,0.0,0.5,3,0.0,0.0
pkt_0_ipv4_opt_116,0.0,0.0,0.5,3,0.0,0.0
pkt_0_ipv4_opt_115,0.0,0.0,0.5,3,0.0,0.0
pkt_0_ipv4_opt_114,0.0,0.0,0.5,3,0.0,0.0
pkt_1_ipv4_cksum_2,0.0,0.0010000000000000009,0.5,3,0.005730110893714881,-0.005730110893714881
pkt_0_ipv4_opt_113,0.0,0.0,0.5,3,0.0,0.0
pkt_1_ipv4_opt_124,0.0,0.0,0.5,3,0.0,0.0
pkt_1_ipv4_cksum_3,0.0,0.0010000000000000009,0.5,3,0.005730110893714881,-0.005730110893714881
pkt_0_ipv4_opt_131,0.0,0.0,0.5,3,0.0,0.0
pkt_0_ipv4_opt_133,0.0,0.0,0.5,3,0.0,0.0
pkt_0_ipv4_opt_19,0.0,0.0,0.5,3,0.0,0.0
pkt_0_ipv4_opt_135,0.0,0.0,0.5,3,0.0,0.0
pkt_1_ipv4_id_8,0.0,0.0,0.5,3,0.0,0.0
pkt_1_ipv4_id_9,0.0,0.0,0.5,3,0.0,0.0
pkt_0_ipv4_opt_144,0.0,0.0,0.5,3,0.0,0.0
pkt_0_ipv4_opt_143,0.0,0.0,0.5,3,0.0,0.0
pkt_0_ipv4_opt_142,0.0,0.0,0.5,3,0.0,0.0
pkt_0_ipv4_opt_141,0.0,0.0,0.5,3,0.0,0.0
pkt_0_ipv4_opt_18,0.0,0.0,0.5,3,0.0,0.0
pkt_0_ipv4_opt_17,0.0,0.0,0.5,3,0.0,0.0
pkt_0_ipv4_opt_140,0.0,0.0,0.5,3,0.0,0.0
pkt_0_ipv4_opt_139,0.0,0.0,0.5,3,0.0,0.0
pkt_0_ipv4_opt_138,0.0,0.0,0.5,3,0.0,0.0
pkt_0_ipv4_opt_137,0.0,0.0,0.5,3,0.0,0.0
pkt_1_ipv4_rbit_0,0.0,0.0,0.5,3,0.0,0.0
pkt_0_ipv4_opt_136,0.0,0.0,0.5,3,0.0,0.0
pkt_1_ipv4_mfbit_0,0.0,0.0,0.5,3,0.0,0.0
pkt_1_ipv4_ttl_0,0.0,0.0010000000000000009,0.5,3,0.005730110893714881,-0.005730110893714881
pkt_1_ipv4_foff_0,0.0,0.0,0.5,3,0.0,0.0
pkt_1_ipv4_foff_1,0.0,0.0,0.5,3,0.0,0.0
pkt_1_ipv4_foff_2,0.0,0.0,0.5,3,0.0,0.0
pkt_1_ipv4_foff_3,0.0,0.0,0.5,3,0.0,0.0
pkt_1_ipv4_foff_4,0.0,0.0,0.5,3,0.0,0.0
pkt_1_ipv4_foff_5,0.0,0.0,0.5,3,0.0,0.0
pkt_1_ipv4_foff_6,0.0,0.0,0.5,3,0.0,0.0
pkt_1_ipv4_foff_7,0.0,0.0,0.5,3,0.0,0.0
pkt_1_ipv4_foff_8,0.0,0.0,0.5,3,0.0,0.0
pkt_1_ipv4_foff_9,0.0,0.0,0.5,3,0.0,0.0
pkt_1_ipv4_foff_10,0.0,0.0,0.5,3,0.0,0.0
pkt_1_ipv4_foff_11,0.0,0.0,0.5,3,0.0,0.0
pkt_1_ipv4_foff_12,0.0,0.0,0.5,3,0.0,0.0
pkt_0_ipv4_opt_134,0.0,0.0,0.5,3,0.0,0.0
pkt_1_ipv4_opt_123,0.0,0.0,0.5,3,0.0,0.0
pkt_1_ipv4_opt_128,0.0,0.0,0.5,3,0.0,0.0
pkt_1_ipv4_opt_125,0.0,0.0,0.5,3,0.0,0.0
pkt_1_ipv4_opt_280,0.0,0.0,0.5,3,0.0,0.0
pkt_1_ipv4_opt_286,0.0,0.0,0.5,3,0.0,0.0
pkt_1_ipv4_opt_285,0.0,0.0,0.5,3,0.0,0.0
pkt_1_ipv4_opt_284,0.0,0.0,0.5,3,0.0,0.0
pkt_1_ipv4_opt_283,0.0,0.0,0.5,3,0.0,0.0
pkt_1_ipv4_opt_282,0.0,0.0,0.5,3,0.0,0.0
pkt_1_ipv4_opt_281,0.0,0.0,0.5,3,0.0,0.0
pkt_1_ipv4_opt_279,0.0,0.0,0.5,3,0.0,0.0
pkt_1_ipv4_opt_240,0.0,0.0,0.5,3,0.0,0.0
pkt_1_ipv4_opt_278,0.0,0.0,0.5,3,0.0,0.0
pkt_1_ipv4_opt_277,0.0,0.0,0.5,3,0.0,0.0
pkt_1_ipv4_opt_276,0.0,0.0,0.5,3,0.0,0.0
pkt_1_ipv4_opt_275,0.0,0.0,0.5,3,0.0,0.0
pkt_1_ipv4_opt_274,0.0,0.0,0.5,3,0.0,0.0
pkt_1_ipv4_opt_273,0.0,0.0,0.5,3,0.0,0.0
pkt_0_ipv4_opt_80,0.0,0.0,0.5,3,0.0,0.0
pkt_1_ipv4_opt_287,0.0,0.0,0.5,3,0.0,0.0
pkt_1_ipv4_opt_288,0.0,0.0,0.5,3,0.0,0.0
pkt_1_ipv4_opt_289,0.0,0.0,0.5,3,0.0,0.0
pkt_1_ipv4_opt_290,0.0,0.0,0.5,3,0.0,0.0
pkt_1_ipv4_opt_291,0.0,0.0,0.5,3,0.0,0.0
pkt_1_ipv4_opt_292,0.0,0.0,0.5,3,0.0,0.0
pkt_1_ipv4_opt_293,0.0,0.0,0.5,3,0.0,0.0
pkt_1_ipv4_opt_294,0.0,0.0,0.5,3,0.0,0.0
pkt_1_ipv4_opt_295,0.0,0.0,0.5,3,0.0,0.0
pkt_1_ipv4_opt_296,0.0,0.0,0.5,3,0.0,0.0
pkt_1_ipv4_opt_297,0.0,0.0,0.5,3,0.0,0.0
pkt_1_ipv4_opt_298,0.0,0.0,0.5,3,0.0,0.0
pkt_1_ipv4_opt_299,0.0,0.0,0.5,3,0.0,0.0
pkt_1_ipv4_opt_300,0.0,0.0,0.5,3,0.0,0.0
pkt_1_ipv4_opt_301,0.0,0.0,0.5,3,0.0,0.0
pkt_1_ipv4_opt_302,0.0,0.0,0.5,3,0.0,0.0
pkt_1_ipv4_opt_272,0.0,0.0,0.5,3,0.0,0.0
pkt_1_ipv4_opt_271,0.0,0.0,0.5,3,0.0,0.0
pkt_1_ipv4_opt_270,0.0,0.0,0.5,3,0.0,0.0
pkt_0_ipv4_opt_83,0.0,0.0,0.5,3,0.0,0.0
pkt_1_ipv4_opt_242,0.0,0.0,0.5,3,0.0,0.0
