,importance,stddev,p_value,n,p99_high,p99_low
pkt_0_tcp_opt_98,0.0010000000000000009,0.0010000000000000009,0.11270166537925828,3,0.006730110893714882,-0.00473011089371488
pkt_2_tcp_ackf_0,0.0010000000000000009,0.0010000000000000009,0.11270166537925828,3,0.006730110893714882,-0.00473011089371488
pkt_0_tcp_opt_68,0.0010000000000000009,0.0010000000000000009,0.11270166537925828,3,0.006730110893714882,-0.00473011089371488
pkt_0_tcp_opt_64,0.0010000000000000009,0.0010000000000000009,0.11270166537925828,3,0.006730110893714882,-0.00473011089371488
pkt_0_tcp_opt_58,0.0010000000000000009,0.0,0.5,3,0.0010000000000000009,0.0010000000000000009
pkt_0_ipv4_id_1,0.0010000000000000009,0.0017320508075688791,0.21132486540518713,3,0.010924843200918083,-0.00892484320091808
pkt_0_tcp_opt_62,0.0010000000000000009,0.0010000000000000009,0.11270166537925828,3,0.006730110893714882,-0.00473011089371488
pkt_0_ipv4_id_5,0.0010000000000000009,0.0010000000000000009,0.11270166537925828,3,0.006730110893714882,-0.00473011089371488
pkt_0_ipv4_ttl_5,0.0010000000000000009,0.0020000000000000018,0.23888351606645325,3,0.012460221787429763,-0.01046022178742976
pkt_1_udp_cksum_9,0.0010000000000000009,0.0036055512754639926,0.3391831197743308,3,0.021660208641383787,-0.019660208641383785
pkt_0_ipv4_cksum_6,0.0010000000000000009,0.0020000000000000018,0.23888351606645325,3,0.012460221787429763,-0.01046022178742976
pkt_1_tcp_opt_98,0.0010000000000000009,0.0010000000000000009,0.11270166537925828,3,0.006730110893714882,-0.00473011089371488
pkt_1_tcp_seq_0,0.0010000000000000009,0.0,0.5,3,0.0010000000000000009,0.0010000000000000009
pkt_0_udp_cksum_8,0.0006666666666666673,0.0005773502691896263,0.09175170953613696,3,0.003974947733639361,-0.002641614400306026
pkt_2_tcp_opt_32,0.0006666666666666673,0.0005773502691896263,0.09175170953613696,3,0.003974947733639361,-0.002641614400306026
pkt_1_ipv4_cksum_6,0.0006666666666666673,0.0005773502691896263,0.09175170953613696,3,0.003974947733639361,-0.002641614400306026
pkt_0_tcp_wsize_4,0.0006666666666666673,0.0005773502691896263,0.09175170953613696,3,0.003974947733639361,-0.002641614400306026
pkt_0_ipv4_id_14,0.0006666666666666673,0.0020816659994661343,0.3174258141649446,3,0.012594843687283428,-0.011261510353950092
pkt_1_tcp_wsize_5,0.0006666666666666673,0.0005773502691896263,0.09175170953613696,3,0.003974947733639361,-0.002641614400306026
pkt_1_tcp_seq_20,0.0006666666666666673,0.0005773502691896263,0.09175170953613696,3,0.003974947733639361,-0.002641614400306026
pkt_0_ipv4_id_8,0.0006666666666666673,0.0005773502691896263,0.09175170953613696,3,0.003974947733639361,-0.002641614400306026
pkt_2_tcp_wsize_8,0.0006666666666666673,0.0005773502691896263,0.09175170953613696,3,0.003974947733639361,-0.002641614400306026
pkt_1_tcp_opt_66,0.0006666666666666673,0.0011547005383792525,0.21132486540518713,3,0.007283228800612053,-0.005949895467278719
pkt_0_udp_len_15,0.0006666666666666673,0.0025166114784235852,0.34569665003790806,3,0.01508712951442955,-0.013753796181096215
pkt_2_ipv4_ttl_5,0.0006666666666666673,0.0005773502691896263,0.09175170953613696,3,0.003974947733639361,-0.002641614400306026
pkt_1_tcp_doff_1,0.0006666666666666673,0.003055050463303896,0.37090055512641945,3,0.018172444607292997,-0.016839111273959664
pkt_2_tcp_cksum_9,0.0006666666666666673,0.0011547005383792525,0.21132486540518713,3,0.007283228800612053,-0.005949895467278719
pkt_0_udp_len_7,0.0006666666666666673,0.0005773502691896263,0.09175170953613696,3,0.003974947733639361,-0.002641614400306026
pkt_0_tcp_psh_0,0.0006666666666666673,0.0005773502691896263,0.09175170953613696,3,0.003974947733639361,-0.002641614400306026
pkt_1_tcp_doff_0,0.0006666666666666673,0.001527525231651948,0.2642977396044842,3,0.009419555636979833,-0.008086222303646497
pkt_0_tcp_opt_100,0.0006666666666666673,0.0005773502691896263,0.09175170953613696,3,0.003974947733639361,-0.002641614400306026
pkt_2_tcp_opt_157,0.0006666666666666673,0.001527525231651948,0.2642977396044842,3,0.009419555636979833,-0.008086222303646497
pkt_1_tcp_opt_110,0.0006666666666666673,0.0005773502691896263,0.09175170953613696,3,0.003974947733639361,-0.002641614400306026
pkt_0_tcp_opt_105,0.0006666666666666673,0.0005773502691896263,0.09175170953613696,3,0.003974947733639361,-0.002641614400306026
pkt_2_udp_cksum_8,0.0006666666666666673,0.0005773502691896263,0.09175170953613696,3,0.003974947733639361,-0.002641614400306026
pkt_1_tcp_opt_91,0.0006666666666666673,0.0005773502691896263,0.09175170953613696,3,0.003974947733639361,-0.002641614400306026
pkt_1_tcp_opt_109,0.0006666666666666673,0.0005773502691896263,0.09175170953613696,3,0.003974947733639361,-0.002641614400306026
pkt_2_tcp_wsize_1,0.0006666666666666673,0.0011547005383792525,0.21132486540518713,3,0.007283228800612053,-0.005949895467278719
pkt_0_ipv4_id_2,0.0006666666666666673,0.0005773502691896263,0.09175170953613696,3,0.003974947733639361,-0.002641614400306026
pkt_1_udp_len_14,0.0006666666666666673,0.0011547005383792525,0.21132486540518713,3,0.007283228800612053,-0.005949895467278719
pkt_1_udp_cksum_7,0.0006666666666666673,0.0011547005383792525,0.21132486540518713,3,0.007283228800612053,-0.005949895467278719
pkt_0_tcp_opt_57,0.0006666666666666673,0.0011547005383792525,0.21132486540518713,3,0.007283228800612053,-0.005949895467278719
pkt_1_ipv4_ttl_7,0.0006666666666666673,0.0011547005383792525,0.21132486540518713,3,0.007283228800612053,-0.005949895467278719
pkt_2_ipv4_id_10,0.0006666666666666673,0.0005773502691896263,0.09175170953613696,3,0.003974947733639361,-0.002641614400306026
pkt_2_tcp_opt_60,0.0006666666666666673,0.0005773502691896263,0.09175170953613696,3,0.003974947733639361,-0.002641614400306026
pkt_1_ipv4_tl_14,0.0006666666666666673,0.0011547005383792525,0.21132486540518713,3,0.007283228800612053,-0.005949895467278719
pkt_0_tcp_opt_63,0.0006666666666666673,0.001527525231651948,0.2642977396044842,3,0.009419555636979833,-0.008086222303646497
pkt_1_ipv4_cksum_0,0.0006666666666666673,0.0005773502691896263,0.09175170953613696,3,0.003974947733639361,-0.002641614400306026
pkt_1_tcp_ackn_31,0.00033333333333333365,0.0005773502691896262,0.21132486540518713,3,0.0036416144003060267,-0.0029749477336393597
pkt_1_tcp_cksum_3,0.00033333333333333365,0.0005773502691896262,0.21132486540518713,3,0.0036416144003060267,-0.0029749477336393597
pkt_1_tcp_cksum_10,0.00033333333333333365,0.0005773502691896262,0.21132486540518713,3,0.0036416144003060267,-0.0029749477336393597
pkt_1_tcp_cksum_7,0.00033333333333333365,0.0005773502691896262,0.21132486540518713,3,0.0036416144003060267,-0.0029749477336393597
pkt_1_tcp_cksum_6,0.00033333333333333365,0.0005773502691896262,0.21132486540518713,3,0.0036416144003060267,-0.0029749477336393597
pkt_0_tcp_cksum_3,0.00033333333333333365,0.001527525231651948,0.37090055512641945,3,0.009086222303646498,-0.008419555636979832
pkt_2_tcp_cksum_0,0.00033333333333333365,0.0005773502691896262,0.21132486540518713,3,0.0036416144003060267,-0.0029749477336393597
pkt_0_tcp_wsize_10,0.00033333333333333365,0.0005773502691896262,0.21132486540518713,3,0.0036416144003060267,-0.0029749477336393597
pkt_1_tcp_wsize_13,0.00033333333333333365,0.0023094010767585054,0.4129611720221511,3,0.013566457601224107,-0.012899790934557441
pkt_1_tcp_wsize_10,0.00033333333333333365,0.0005773502691896262,0.21132486540518713,3,0.0036416144003060267,-0.0029749477336393597
pkt_1_tcp_wsize_6,0.00033333333333333365,0.0005773502691896262,0.21132486540518713,3,0.0036416144003060267,-0.0029749477336393597
pkt_1_tcp_seq_12,0.00033333333333333365,0.0005773502691896262,0.21132486540518713,3,0.0036416144003060267,-0.0029749477336393597
pkt_1_tcp_wsize_8,0.00033333333333333365,0.0005773502691896262,0.21132486540518713,3,0.0036416144003060267,-0.0029749477336393597
pkt_1_tcp_wsize_7,0.00033333333333333365,0.0005773502691896262,0.21132486540518713,3,0.0036416144003060267,-0.0029749477336393597
pkt_2_tcp_wsize_5,0.00033333333333333365,0.0011547005383792527,0.33333333333333337,3,0.006949895467278721,-0.006283228800612053
pkt_0_tcp_wsize_5,0.00033333333333333365,0.0025166114784235852,0.4199359230974564,3,0.014753796181096216,-0.01408712951442955
pkt_1_tcp_doff_2,0.00033333333333333365,0.0015275252316519481,0.37090055512641945,3,0.0090862223036465,-0.008419555636979834
pkt_0_ipv4_tl_8,0.00033333333333333365,0.0005773502691896262,0.21132486540518713,3,0.0036416144003060267,-0.0029749477336393597
pkt_0_tcp_fin_0,0.00033333333333333365,0.0005773502691896262,0.21132486540518713,3,0.0036416144003060267,-0.0029749477336393597
pkt_1_tcp_ackn_26,0.00033333333333333365,0.0005773502691896262,0.21132486540518713,3,0.0036416144003060267,-0.0029749477336393597
pkt_2_tcp_opt_101,0.00033333333333333365,0.0005773502691896262,0.21132486540518713,3,0.0036416144003060267,-0.0029749477336393597
pkt_2_tcp_opt_99,0.00033333333333333365,0.0005773502691896262,0.21132486540518713,3,0.0036416144003060267,-0.0029749477336393597
pkt_2_tcp_opt_98,0.00033333333333333365,0.0005773502691896262,0.21132486540518713,3,0.0036416144003060267,-0.0029749477336393597
pkt_1_tcp_ackn_10,0.00033333333333333365,0.0005773502691896262,0.21132486540518713,3,0.0036416144003060267,-0.0029749477336393597
pkt_2_tcp_opt_91,0.00033333333333333365,0.0005773502691896262,0.21132486540518713,3,0.0036416144003060267,-0.0029749477336393597
pkt_2_tcp_opt_87,0.00033333333333333365,0.0005773502691896262,0.21132486540518713,3,0.0036416144003060267,-0.0029749477336393597
pkt_2_tcp_opt_85,0.00033333333333333365,0.0005773502691896262,0.21132486540518713,3,0.0036416144003060267,-0.0029749477336393597
pkt_0_ipv4_tos_0,0.00033333333333333365,0.0005773502691896262,0.21132486540518713,3,0.0036416144003060267,-0.0029749477336393597
pkt_2_tcp_opt_74,0.00033333333333333365,0.0005773502691896262,0.21132486540518713,3,0.0036416144003060267,-0.0029749477336393597
pkt_2_tcp_opt_71,0.00033333333333333365,0.0005773502691896262,0.21132486540518713,3,0.0036416144003060267,-0.0029749477336393597
pkt_2_tcp_opt_68,0.00033333333333333365,0.0005773502691896262,0.21132486540518713,3,0.0036416144003060267,-0.0029749477336393597
pkt_2_tcp_opt_66,0.00033333333333333365,0.0005773502691896262,0.21132486540518713,3,0.0036416144003060267,-0.0029749477336393597
pkt_2_tcp_opt_64,0.00033333333333333365,0.0005773502691896262,0.21132486540518713,3,0.0036416144003060267,-0.0029749477336393597
pkt_0_tcp_seq_0,0.00033333333333333365,0.0005773502691896262,0.21132486540518713,3,0.0036416144003060267,-0.0029749477336393597
pkt_2_tcp_opt_62,0.00033333333333333365,0.0005773502691896262,0.21132486540518713,3,0.0036416144003060267,-0.0029749477336393597
pkt_2_tcp_opt_51,0.00033333333333333365,0.0005773502691896262,0.21132486540518713,3,0.0036416144003060267,-0.0029749477336393597
pkt_0_tcp_seq_16,0.00033333333333333365,0.0005773502691896262,0.21132486540518713,3,0.0036416144003060267,-0.0029749477336393597
pkt_2_tcp_opt_36,0.00033333333333333365,0.0005773502691896262,0.21132486540518713,3,0.0036416144003060267,-0.0029749477336393597
pkt_2_tcp_opt_34,0.00033333333333333365,0.0005773502691896262,0.21132486540518713,3,0.0036416144003060267,-0.0029749477336393597
pkt_0_tcp_seq_26,0.00033333333333333365,0.0005773502691896262,0.21132486540518713,3,0.0036416144003060267,-0.0029749477336393597
pkt_0_tcp_seq_28,0.00033333333333333365,0.0005773502691896262,0.21132486540518713,3,0.0036416144003060267,-0.0029749477336393597
pkt_2_tcp_opt_27,0.00033333333333333365,0.0005773502691896262,0.21132486540518713,3,0.0036416144003060267,-0.0029749477336393597
pkt_0_tcp_doff_0,0.00033333333333333365,0.0045092497528228985,0.4549165182666284,3,0.026171834464464933,-0.025505167797798264
pkt_0_tcp_doff_2,0.00033333333333333365,0.001527525231651948,0.37090055512641945,3,0.009086222303646498,-0.008419555636979832
pkt_1_tcp_ackn_24,0.00033333333333333365,0.0005773502691896262,0.21132486540518713,3,0.0036416144003060267,-0.0029749477336393597
pkt_2_tcp_cksum_15,0.00033333333333333365,0.0005773502691896262,0.21132486540518713,3,0.0036416144003060267,-0.0029749477336393597
pkt_0_tcp_cksum_4,0.00033333333333333365,0.0005773502691896262,0.21132486540518713,3,0.0036416144003060267,-0.0029749477336393597
pkt_2_tcp_cksum_5,0.00033333333333333365,0.0011547005383792527,0.33333333333333337,3,0.006949895467278721,-0.006283228800612053
pkt_0_ipv4_tl_12,0.00033333333333333365,0.0005773502691896262,0.21132486540518713,3,0.0036416144003060267,-0.0029749477336393597
pkt_2_tcp_ackn_30,0.00033333333333333365,0.0005773502691896262,0.21132486540518713,3,0.0036416144003060267,-0.0029749477336393597
pkt_1_udp_cksum_15,0.00033333333333333365,0.0005773502691896262,0.21132486540518713,3,0.0036416144003060267,-0.0029749477336393597
pkt_2_tcp_ackn_28,0.00033333333333333365,0.0005773502691896262,0.21132486540518713,3,0.0036416144003060267,-0.0029749477336393597
pkt_0_tcp_cksum_5,0.00033333333333333365,0.0023094010767585054,0.4129611720221511,3,0.013566457601224107,-0.012899790934557441
pkt_1_ipv4_cksum_13,0.00033333333333333365,0.0005773502691896262,0.21132486540518713,3,0.0036416144003060267,-0.0029749477336393597
pkt_0_udp_cksum_5,0.00033333333333333365,0.0005773502691896262,0.21132486540518713,3,0.0036416144003060267,-0.0029749477336393597
pkt_2_tcp_opt_109,0.00033333333333333365,0.0005773502691896262,0.21132486540518713,3,0.0036416144003060267,-0.0029749477336393597
pkt_0_udp_cksum_13,0.00033333333333333365,0.0005773502691896262,0.21132486540518713,3,0.0036416144003060267,-0.0029749477336393597
pkt_0_udp_cksum_14,0.00033333333333333365,0.0005773502691896262,0.21132486540518713,3,0.0036416144003060267,-0.0029749477336393597
pkt_2_ipv4_cksum_10,0.00033333333333333365,0.0005773502691896262,0.21132486540518713,3,0.0036416144003060267,-0.0029749477336393597
pkt_2_ipv4_cksum_6,0.00033333333333333365,0.0005773502691896262,0.21132486540518713,3,0.0036416144003060267,-0.0029749477336393597
pkt_1_ipv4_tos_0,0.00033333333333333365,0.0005773502691896262,0.21132486540518713,3,0.0036416144003060267,-0.0029749477336393597
pkt_1_ipv4_cksum_5,0.00033333333333333365,0.0005773502691896262,0.21132486540518713,3,0.0036416144003060267,-0.0029749477336393597
pkt_2_ipv4_ttl_4,0.00033333333333333365,0.0005773502691896262,0.21132486540518713,3,0.0036416144003060267,-0.0029749477336393597
pkt_0_ipv4_ttl_6,0.00033333333333333365,0.0005773502691896262,0.21132486540518713,3,0.0036416144003060267,-0.0029749477336393597
pkt_2_ipv4_ttl_0,0.00033333333333333365,0.0005773502691896262,0.21132486540518713,3,0.0036416144003060267,-0.0029749477336393597
pkt_1_ipv4_tl_9,0.00033333333333333365,0.0023094010767585054,0.4129611720221511,3,0.013566457601224107,-0.012899790934557441
pkt_1_ipv4_tl_15,0.00033333333333333365,0.0005773502691896262,0.21132486540518713,3,0.0036416144003060267,-0.0029749477336393597
pkt_1_udp_len_8,0.00033333333333333365,0.001527525231651948,0.37090055512641945,3,0.009086222303646498,-0.008419555636979832
pkt_2_ipv4_id_13,0.00033333333333333365,0.0005773502691896262,0.21132486540518713,3,0.0036416144003060267,-0.0029749477336393597
pkt_2_ipv4_id_12,0.00033333333333333365,0.0005773502691896262,0.21132486540518713,3,0.0036416144003060267,-0.0029749477336393597
pkt_1_ipv4_id_10,0.00033333333333333365,0.0005773502691896262,0.21132486540518713,3,0.0036416144003060267,-0.0029749477336393597
pkt_1_ipv4_id_11,0.00033333333333333365,0.001527525231651948,0.37090055512641945,3,0.009086222303646498,-0.008419555636979832
pkt_1_ipv4_id_12,0.00033333333333333365,0.0005773502691896262,0.21132486540518713,3,0.0036416144003060267,-0.0029749477336393597
pkt_1_udp_len_10,0.00033333333333333365,0.0005773502691896262,0.21132486540518713,3,0.0036416144003060267,-0.0029749477336393597
pkt_1_ipv4_id_15,0.00033333333333333365,0.0005773502691896262,0.21132486540518713,3,0.0036416144003060267,-0.0029749477336393597
pkt_1_ipv4_cksum_1,0.00033333333333333365,0.0005773502691896262,0.21132486540518713,3,0.0036416144003060267,-0.0029749477336393597
pkt_2_ipv4_tl_11,0.00033333333333333365,0.0005773502691896262,0.21132486540518713,3,0.0036416144003060267,-0.0029749477336393597
pkt_2_ipv4_tl_8,0.00033333333333333365,0.0005773502691896262,0.21132486540518713,3,0.0036416144003060267,-0.0029749477336393597
pkt_2_ipv4_tos_0,0.00033333333333333365,0.0005773502691896262,0.21132486540518713,3,0.0036416144003060267,-0.0029749477336393597
pkt_1_udp_cksum_8,0.00033333333333333365,0.0005773502691896262,0.21132486540518713,3,0.0036416144003060267,-0.0029749477336393597
pkt_1_udp_cksum_12,0.00033333333333333365,0.0005773502691896262,0.21132486540518713,3,0.0036416144003060267,-0.0029749477336393597
pkt_1_udp_cksum_14,0.00033333333333333365,0.0005773502691896262,0.21132486540518713,3,0.0036416144003060267,-0.0029749477336393597
pkt_0_udp_len_14,0.00033333333333333365,0.0005773502691896262,0.21132486540518713,3,0.0036416144003060267,-0.0029749477336393597
pkt_1_tcp_opt_156,0.00033333333333333365,0.0005773502691896262,0.21132486540518713,3,0.0036416144003060267,-0.0029749477336393597
pkt_0_udp_len_8,0.00033333333333333365,0.0005773502691896262,0.21132486540518713,3,0.0036416144003060267,-0.0029749477336393597
pkt_0_tcp_opt_77,0.00033333333333333365,0.0005773502691896262,0.21132486540518713,3,0.0036416144003060267,-0.0029749477336393597
pkt_0_ipv4_cksum_14,0.00033333333333333365,0.0020816659994661343,0.40377495513506234,3,0.012261510353950093,-0.011594843687283427
pkt_0_tcp_cksum_10,0.00033333333333333365,0.0005773502691896262,0.21132486540518713,3,0.0036416144003060267,-0.0029749477336393597
pkt_0_ipv4_cksum_12,0.00033333333333333365,0.0005773502691896262,0.21132486540518713,3,0.0036416144003060267,-0.0029749477336393597
pkt_2_tcp_seq_5,0.00033333333333333365,0.0005773502691896262,0.21132486540518713,3,0.0036416144003060267,-0.0029749477336393597
pkt_1_tcp_opt_61,0.00033333333333333365,0.0005773502691896262,0.21132486540518713,3,0.0036416144003060267,-0.0029749477336393597
pkt_2_tcp_seq_0,0.00033333333333333365,0.0005773502691896262,0.21132486540518713,3,0.0036416144003060267,-0.0029749477336393597
pkt_0_tcp_opt_33,0.00033333333333333365,0.0005773502691896262,0.21132486540518713,3,0.0036416144003060267,-0.0029749477336393597
pkt_1_tcp_opt_65,0.00033333333333333365,0.0005773502691896262,0.21132486540518713,3,0.0036416144003060267,-0.0029749477336393597
